0,links,lang
Mummunar ambaliya ruwa da ta auka wa birnin Maiduguri a farkon wannan makon na ci gaba da haifar da fargaba kan ƙarin annobar da za a iya fuskanta sakamakon ambaliyar.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Ɓallewar madatsar ruwa da Alau da ke wajen birnin na Maiduguri ce ta haifar da mummunar matsalar.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Gidaje da dama da motocin hawa sun nutse cikin ruwa, yayin da mutanen birnin suka koma zama a sansanonin 'yan gudun hijira.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Ambaliyar ta shafe maƙabartu da dama inda ake fargabar ta tono tare da tafiya da gawarwaki da dama.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Wakilin BBC da ke birnin Maiduguri ya ce ya ga gawarwaki da idanunsa na yawo a cikin ruwa, sannan wasu gawarwakin sun fara ruɓewa a cikin ruwan.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Haka nan ta cika tare da tafiya da kwatocin yankin da ta shafa, baya ga dagolon ba-haya da sauran ƙazanta mai yawan gaske da ambaliyar ta share.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Wannan ne ma ya sa ake ƙara samun fargabar samun wasu annoba bayan wucewar ambaliyar.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Kan hakan ne muka yi nazarin wasu bala'o'i biyar da za ayi samu bayan ambaliyar ruwan da kuma matakan da ya kamata a bi domin kauce musu.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
A duk lokacin da aka samu irin wannan ambaliya babban abin da ke biyo bayanta shi ne ɓarkewar cutuka masu alaƙa da gurɓatar ruwa da muhalli,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Dakta Muhammad Salihu Kwaifa, wani ƙwararren likita ne a Abuja, ya ce akwai tarin cutuka da ake iya ɗauka sakamakon garwayar ƙazanta, kamar bahaya da dagolon kwata da kuma ruwan da ake amfani da shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Haka kuma ya ce kasancewar samun ruwa da ƙazanta, yanayi ne da ke bai wa sauro damar hayayyafa da bazuwa cikin sauri, don haka akwai fargaɓar ɓarkewar cutuka masu alaƙa da sauro.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Dakta Kwaifa ya ƙara da cewa baya ga waɗanann akwai kuma wasu cutuka da za a iya ɗauka sakamakon damuwar da mutane suka faɗa, musamman idan suka tuna irin hatsarar da suka yi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''A lokaci guda mutum mai rufin asiri wanda ya fi ƙarfin buƙatunsa, ya dawo mai tsananin buƙatar taimakon abin da a baya ya fi ƙarfinsa, haƙiƙa wannan yanayi ne da ke jefa mutane cikin hatsarin kamuwa da cutuka masu alaƙa da damuwa'', in ji shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"ƙwararren likitan ya zayyano wasu cuta da yake ganin za a iya ɗauka a irin wannan yanayi, kamar haka.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Baya ga cutukan da za  aiya ɗauka daga ambaliya takan kuma haifar da samun raunuka sakamakon yawon da mutane suke yi cikin ruwa ba tare da sanin inda za su taka ƙafarsu ba.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Likitan ya zayyano hanyoyin da ya kamata a bi domin kauce wa fuskantar waɗannan cutuka.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ya ce babban abin da ya kamata a yi da farko shi ne samar wa da mutane matsugunai masu inganci, waɗanda babu ruwana cikinsu.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Abu na gaba shi ne samar musu da ruwan sha mai tsafta, idan babu damar hakan to ya kasance mutanen sun riƙa tafasa ruwan da za su sha kafin su yi amfani da shi'', in ji shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Sauran matakan sun haɗar da:,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Asalin hoton, Getty Images",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Gwamnatin jihar Maiduguri ta ce ambaliya ta shafi kusan mutum miliyan biyu, waɗanda galibinsu ke zaune a sansanonin kula da 'yan gudun hijira.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Wakilin BBC da ke birin Maiduguri ya ce kawo yanzu an buɗe sansanonin 'yan gudun hijira biyar domin tsugunar da mutanen da suka rasa gidajensu.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"To sai dai a duk lokacin da ka yi maganar zama a sansanin 'yan gudun hijira, babban abin da ke zama barazana ga mazuna wurin shi ne yunwa, sakamakon rashin wadattacen abincin da mazauna wurin za su ci.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Kawo yanzu dai gwamnatin jihar tare da haɗin gwiwar hukumar bayar da agajin gaggauta ta ƙasa NEMA ta da Jihar SEMA sun fara raba wa mazauna sansanonin abinci.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
To sai dai wasu mazauna wurin da BBC ta zanta da su sun koka kan halin yunwa da suke ciki tare da 'ya'yansu.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Tun jiya muka zo nan ni da 'ya'yana, amma haka muka kwana ko loma ɗaya ba mu samu ba, sai yau', kamar yadda wata mata ta shaida wa BBC.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Kan haka ne Dakta Kwaifa ya ce akwai fargaɓar ɓarkewar cutar tamowa musamman ga ƙanana yaran da ke zaune a waɗannan wurare.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Cuta ce da ke yi wa garkuwar bil-adama rauni sosai, ta yadda zai riƙa kamuwa da cutuka iri-iri cikin sauƙi, kasancewar garkuwar jikinsa ba ta da ƙarfin da za ta yaƙi ƙwayoyin cutar da za su kawo masa hari'', in ji Likitan.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Dama dai jihar Borno na daga cikin jihohin arewacin ƙasar da ke fama da matsalar tamowa da ake samu sakamakon rashin samun abinci mai gina jiki.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Abin da ya kamata a yi domin kauce wa wannan matsala, shi ne a samar wa mutanen wadataccen abinci a sansanonin da aka ajiye su.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Dakta Kwaifa ya ce ''dole ne gwamnati da hukomomin bayar da agaji su tallafa wa jama'a da wadattacen abinci mai gina jiki, musamman domin kauce wa kamuwa cutar tamowa ga ƙanananan yara.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Asalin hoton, AFP",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Hukumar bayar da agajin gaggawa ta ƙasar NEMA ta tabbatar da mutuwar aƙalla mutum 37 kawo yanzu, sakamakon bala'in ambaliyar.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Haka kuma akwai fargabar samun ƙarin adadin mutunen da suka mutu sakamakon ambaliyar da ma waɗanda za su mutu sakamakon cutukan da za su ɗauka daga ambaliyar.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Wakilin BBC da ke birnin ya ce ya ga gawarwakin mutane na yawo a cikin ruwa, inda ya ce har ma wasu daga ciki sun fara ruɓewa.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Hukumar bayar da agajin gaggawa ta jihar ta ce akwai fargaɓar dubban mutane sun maƙale cikin gine-ginen.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Baya ga mace-macen kuma, akwai fargabar samun ƙaruwar aikata miyagun laifuka musamman ga waɗanda ke zauna a sansanonin'yan gudun hijirar.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Akwai fargabar samun ƙaruwar miyagun laifuka irin fyaɗe musamman a sansanonin 'yan gudun hijirar da aka tsugunar da mutanen'', in ji dakta Kwaifa.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Zama ne na ɗimbin mutane daga gidaje daban-daban, kowa da irin tarbiyyarsa, sai kuma a zo a zaune wuri ɗaya, to ka ga dole wasu za su koyi munanan halayen wasu''.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Babban abin da ya kamata a yi a nan, shi ne dole ne gwamnati da hukumomin agaji su tashi haiƙan domin ƙara jajircewa wajen tabbatar da kuɓutar duka mutanen da suka maƙale cikin gine-ginen.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Hukumar bayar da agajin gaggauta ta ƙasar da ta jihar sun ce suna aiki ba dare ba rana domin tabbatar da kuɓutar da dubban mutanen da ke maƙale cikin gidajensu.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Hukumar bayar da agajin ta tanadi ƙananan jiragen kwale-kwale domin gudanar da wannan aiki.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Sannan hukumar NEMA ta ce tuni ta tanadi asibitocin tafi a gidanka a sansanonin 'yan gudun hijira biyar da ke birnin domin taimaka wa mutanen da ba su da cikakkiyar lafiya.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Asalin hoton, AFP",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Shugabar hukumar bayar da agajin gaggawa ta ƙasar, NEMA, Hajiya Zubaida Umar ta tabbatar wa BBC cewa ambaliya ta shafe kusan kaso 40 cikin 100 na ilahirin birnin Maiduguri.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Unguwanni da dama na birnin ruwa ya shafe su, lamarin da ya sa gidaje da dama suka nutse, wasu kuma ruwa ya cika su, tare da samun wurin zama a ciki gidajen.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Dakta Sai'du Abdullahi, wani ƙwararren injina ne a Najeriya ya kuma yi gargaɗin samun rushewar gine-gine masu yawa bayan gushewar ambaliyar.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Akwai barazanar faɗuwar gine-gine da dama ko a bayan ambaliyar, musamman la'akari da yadda ruwa ya cika wasu gidajen'', in ji shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Injiniyan ya ce hakan zai faru ne sakamakon raguwar ƙarfin gine-ginen, saboda ruwan da ya zauna a cikin.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Mafi yawan gine-ginen da ba a yi su kan ƙa'ida ba, za su samu matsala a wannan yanayi'', in ji shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ya ce bayan yashewar ruwan gine-gine da dama za su nuna alamar ruftawa, ta hanyar samun tsagewar katanga ko girgizawar gini, waɗanda dukansa alamu ne da faɗuwar gini.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Abin da ya kamata a yi domin kauce wa wannan matsala shi ne idan aka lura da bayyanar alamomin rushewar gine-gine a gaggauta ƙaurace musu, kamar yadda Dakta Sai'du Abdullahi ya yi ƙarin haske.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Ya ƙara da cewa akwai wata na'ura da ake kira 'Rebound Hammer' da ake amfani da ita wajen auna ƙarfin kankare bayan wani abu ya samu ginin ciki har da ambaliyar.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ƙwararren injiniyan ya kuma bayar da shawarar cewa masu ginin ƙasa su guji gaggauta komawa cikin gidajen nasu da zarar ruwan ya janye, saboda a cewarsa ginin ƙasa kan lalace da zarar ruwa ya mamaye shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ya kuma bayar da shawarar ci gaba da gyara magudanar ruwa na cikin unguwanni, da kaucewa yin gine-gine ba bisa ƙa'ida ba, domin guje wa samun irin wannan matsala a nan gaba.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Asalin hoton, Getty Images",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ambaliyar ta mamaye gidan adana namun daji na Sanda Kyarimi, da ke binin na Maiduguri.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Hukumomin kula da gidan sun kuma ce kashi 80 na dabbobin sun mutu, yayin da ruwan ta tafi da ragowar dabbobin zuwa cikin gari, wani abu da ya ƙara haifar da fargaba ga mutanen birnin.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Akwai dabobi masu hatsari da za su iya cutar da mutane, kamar macizai da kadoji da kunamu da sauran miyagun dabbobi da ke iya rayuwa cikin ruwa, in ji Dakta Kwaifa.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Ya ce dabbabi da ke haifar da za su iya haifar wa mutane cutuka masu hatsari, da za su iya kai ga rasa rai.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Kodayake kawo yanzu babu rahoto game da ɓarna da waɗannan dabbobi suka yi, amma akwai buƙatar ɗaukar matakan kariya, domin kauce wa fuskantar illolinsu.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''Ya kamata mutane su yi ƙoƙarin kauce wa shiga cikin ruwan, domin guje wa taka irin waɗannan ƙwari ko dabbobi masu hatsari'', in ji Dakta Kwaifa.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"''In ma ya zama wajibi sai sun shiga ruwan to ya kamata su riƙa sanya takalman kariya da dogayen wanduna'', in ji shi.",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Hikayata 2024: Labarai 15 da suka yi fice a bana,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,https://www.bbc.com/hausa/articles/c4gdg383vldo,hausa
